-0.049	-0.134	0.188
0.099	-0.123	-0.207
0.15	-0.06	-0.077
-0.09	0.03	-0.021
0.105	0.124	0.103
0.089	0.02	-0.137
0.092	0.052	0.165
0.127	-0.08	-0.01
-0.041	-0.096	-0.075
0.082	-0.058	0.061
0.063	-0.027	-0.123
-0.04	0.047	-0.001
0.195	0.038	0.001
-0.095	0.049	-0.068
0.071	-0.156	0.03
0.069	-0.042	0.042
0.123	-0.036	0.067
-0.133	-0.154	0.109
0.037	-0.054	-0.027
0.108	-0.019	-0.135
-0.068	-0.07	0.108
-0.025	-0.05	-0.046
0.097	-0.037	-0.114
0.127	0.03	0.109
0.035	-0.021	-0.029
-0.031	-0.047	-0.141
0.074	-0.02	0.016
0.099	0.052	0.096
0.022	0.0	-0.026
0.113	0.071	0.096
0.195	-0.095	0.025
-0.074	0.038	0.05
0.082	0.099	0.057
0.003	-0.049	0.036
0.196	-0.068	0.05
-0.053	0.0	0.071
0.102	0.105	0.116
0.086	-0.003	-0.056
0.07	-0.012	0.095
-0.104	-0.138	-0.061
0.035	-0.053	0.012
0.088	0.018	-0.001
0.122	-0.077	-0.086
0.204	0.061	0.109
0.007	0.001	-0.082
0.303	-0.02	0.008
0.195	-0.067	-0.207
-0.001	-0.01	0.042
0.192	0.032	0.029
0.101	0.014	0.167
0.084	0.006	-0.04
0.073	0.08	0.03
0.069	-0.015	0.044
0.172	-0.042	0.01
-0.064	0.092	-0.005
0.059	0.089	0.139
0.146	-0.012	0.0
0.187	0.026	0.073
0.256	-0.155	-0.054
0.113	-0.077	0.134
0.198	-0.11	0.084
-0.003	0.054	-0.201
-0.012	0.057	-0.028
0.001	-0.092	-0.047
0.093	0.101	-0.001
0.021	-0.134	0.089
0.092	-0.036	-0.169
0.115	0.077	-0.125
0.052	0.056	0.084
0.189	0.003	-0.013
-0.037	0.032	0.046
0.047	-0.068	0.037
0.039	-0.059	-0.033
0.11	-0.101	-0.225
0.083	-0.054	0.07
0.188	-0.015	0.091
-0.029	0.003	0.012
0.084	-0.104	-0.125
0.105	-0.0	-0.006
0.268	-0.051	-0.129
0.133	0.044	0.082
0.195	-0.051	0.057
0.03	-0.03	-0.124
0.07	0.071	-0.041
-0.092	0.0	0.032
0.119	-0.034	-0.199
0.083	-0.071	-0.0
0.184	-0.033	0.171
0.083	-0.033	0.077
0.149	-0.042	0.013
0.117	-0.124	-0.223
0.115	0.063	0.038
0.028	0.084	0.075
-0.013	0.061	0.022
0.018	0.053	0.099
-0.011	-0.022	0.129
0.057	-0.155	-0.022
0.158	0.131	-0.11
0.026	-0.029	0.012
0.179	-0.067	0.055
0.168	-0.038	0.016
0.077	-0.007	0.105
0.031	0.159	0.028
0.186	0.036	-0.013
0.035	0.054	0.109
0.092	0.117	0.068
0.088	-0.104	-0.098
0.089	0.066	-0.088
-0.023	-0.077	0.037
0.052	-0.09	0.122
-0.019	0.073	-0.086
0.13	0.013	-0.01
0.079	-0.024	0.165
0.045	-0.118	-0.225
0.084	0.02	0.12
0.029	0.076	-0.098
0.206	-0.007	0.098
0.112	0.016	0.036
-0.059	0.104	0.047
-0.023	-0.015	-0.035
0.166	-0.145	0.114
0.066	0.019	0.045
-0.006	0.035	0.008
0.192	-0.032	0.095
0.055	-0.001	0.088
0.066	0.095	0.145
-0.002	-0.002	0.198
-0.012	-0.006	0.004
0.169	0.137	0.021
0.16	-0.015	0.138
0.094	-0.109	0.135
0.246	-0.039	-0.088
0.042	0.026	0.069
0.136	-0.043	-0.002
-0.112	0.037	0.033
0.131	0.039	-0.04
0.184	-0.117	0.054
0.043	0.037	-0.037
0.125	0.018	0.025
-0.039	0.079	-0.064
0.187	0.138	-0.011
0.167	0.081	0.06
-0.009	0.009	0.039
0.014	0.087	0.151
0.183	0.138	0.079
-0.147	-0.066	0.072
-0.021	-0.094	-0.016
0.086	-0.004	0.02
0.084	-0.086	-0.019
0.069	-0.084	-0.088
0.114	-0.085	0.092
0.047	0.037	-0.07
0.219	0.043	-0.023
-0.06	0.049	0.021
0.025	0.098	0.061
0.129	-0.049	-0.033
0.003	-0.034	0.001
0.108	-0.052	-0.007
0.072	-0.063	-0.054
0.117	0.049	0.008
0.057	-0.019	0.099
0.185	0.004	0.0
-0.012	-0.038	-0.023
0.008	0.108	-0.039
0.056	0.028	-0.205
0.188	-0.12	0.068
0.071	-0.031	0.117
0.062	0.059	0.093
0.088	0.064	0.054
0.206	-0.108	0.024
0.002	-0.056	0.006
0.053	0.065	0.033
0.077	0.008	0.01
0.068	-0.033	0.042
0.11	-0.031	0.053
0.13	-0.088	0.029
0.233	-0.19	-0.013
0.147	-0.069	-0.047
0.168	-0.058	0.079
0.066	0.007	0.022
0.057	-0.029	-0.012
0.024	0.205	0.028
0.122	0.136	0.076
-0.036	0.002	0.043
0.088	0.005	-0.063
-0.091	-0.006	-0.003
-0.012	-0.029	0.064
-0.037	-0.017	-0.139
0.137	-0.08	0.128
0.085	0.079	0.102
0.076	0.035	0.057
-0.029	0.024	0.099
-0.028	0.071	-0.01
0.184	-0.009	0.033
0.117	0.06	-0.046
-0.032	0.005	0.049
-0.129	0.034	0.03
0.063	-0.085	0.169
0.036	-0.041	-0.148
0.059	-0.011	0.042
-0.052	0.036	0.082
0.154	-0.057	0.088
-0.106	-0.01	-0.025
0.125	0.022	-0.035
0.132	-0.009	0.027
0.145	-0.079	-0.086
0.07	0.047	0.015
-0.075	-0.083	-0.074
0.095	0.088	0.133
0.043	-0.041	0.108
0.129	-0.115	0.101
0.012	0.107	-0.038
0.133	0.062	0.091
0.11	-0.105	0.077
0.043	-0.023	0.019
0.115	-0.156	0.051
-0.039	0.035	0.01
0.152	-0.017	0.113
-0.042	-0.15	-0.047
0.151	-0.029	0.04
0.099	-0.086	-0.112
0.025	-0.004	-0.107
-0.004	0.095	0.102
0.09	-0.057	0.024
0.214	-0.062	-0.26
-0.047	0.019	0.07
-0.024	-0.2	0.117
-0.065	-0.003	0.006
0.041	0.204	0.088
0.127	0.008	0.114
0.113	-0.068	0.119
0.151	0.089	-0.04
-0.09	0.063	0.027
0.014	-0.018	-0.059
0.043	-0.014	-0.01
0.154	0.083	0.081
0.006	-0.111	-0.007
0.238	-0.191	0.065
0.172	0.052	-0.15
0.101	0.108	0.13
0.057	0.045	0.087
-0.012	0.137	0.032
0.051	0.059	-0.038
0.154	-0.042	0.071
0.148	-0.074	0.059
0.106	-0.031	0.081
0.058	0.064	0.075
0.1	0.075	0.005
0.024	-0.011	0.025
0.084	0.078	0.096
0.043	-0.014	0.074
-0.15	-0.073	0.09
0.191	0.034	-0.017
0.068	-0.01	-0.017
0.063	-0.046	-0.114
-0.029	-0.074	0.026
-0.039	0.019	0.019
0.241	0.028	0.052
0.069	0.088	-0.024
0.296	-0.038	0.098
0.132	-0.002	0.105
0.015	0.027	-0.041
0.024	-0.015	0.14
-0.078	-0.013	0.018
0.071	0.118	0.024
0.097	-0.026	0.056
0.004	-0.01	-0.039
0.052	-0.079	0.122
-0.044	0.097	0.016
0.098	0.106	-0.017
0.068	-0.049	-0.031
0.182	-0.008	0.005
0.109	0.009	0.144
-0.005	-0.108	0.066
0.014	-0.026	-0.034
0.218	0.008	0.049
0.212	-0.037	0.04
0.268	-0.146	-0.104
-0.008	-0.003	0.058
0.239	0.067	0.04
0.076	0.039	0.071
0.013	0.111	0.031
0.214	-0.075	0.103
0.223	-0.043	0.012
0.194	-0.129	-0.049
0.077	0.047	0.16
0.14	0.012	-0.023
0.167	-0.087	0.063
0.141	-0.015	0.024
0.035	0.059	-0.056
-0.098	0.051	0.051
0.178	0.009	0.022
-0.053	-0.155	0.112
0.11	-0.02	-0.141
0.038	-0.087	0.151
-0.034	0.05	-0.016
0.106	0.06	0.136
0.143	-0.058	0.023
0.184	-0.024	-0.007
0.22	-0.027	0.056
0.135	-0.009	0.042
0.19	-0.074	0.061
0.198	-0.006	0.106
0.171	-0.082	0.051
0.22	-0.044	0.132
0.236	-0.059	0.05
-0.07	-0.037	-0.002
-0.025	0.041	0.13
-0.069	-0.099	0.12
0.011	-0.011	0.077
0.087	0.026	-0.062
-0.027	0.003	0.023
-0.028	0.091	-0.104
0.164	-0.033	0.15
-0.029	0.031	-0.087
0.071	0.082	-0.092
-0.016	0.028	0.001
0.042	-0.071	0.07
-0.033	0.107	-0.029
0.174	0.055	0.017
0.091	-0.004	-0.021
-0.046	0.056	0.074
0.26	-0.039	-0.059
0.079	-0.018	0.034
0.122	-0.066	0.124
0.18	-0.048	0.105
0.075	-0.014	0.09
0.102	-0.029	-0.19
-0.05	-0.006	0.023
0.027	0.122	0.039
-0.092	-0.125	-0.123
0.134	-0.081	-0.047
-0.121	-0.011	0.039
0.019	-0.037	0.021
0.076	-0.073	0.062
0.081	-0.058	-0.014
-0.054	0.031	0.01
0.106	-0.094	-0.153
-0.054	-0.085	-0.063
0.09	0.001	-0.021
0.11	-0.015	-0.201
-0.085	0.012	0.008
0.25	0.041	0.013
0.088	-0.064	0.13
0.107	0.033	0.007
0.14	0.119	-0.028
0.013	0.04	-0.035
0.096	0.162	0.084
0.124	0.052	-0.024
0.08	0.013	0.045
0.204	-0.06	0.074
-0.029	-0.014	-0.114
0.145	0.01	0.104
0.062	-0.066	-0.034
-0.085	0.073	0.069
0.103	0.051	0.013
0.197	-0.145	0.028
0.109	0.082	0.05
0.055	0.066	-0.029
0.096	0.187	0.003
0.125	0.012	-0.078
0.056	0.159	0.081
-0.023	-0.057	0.053
-0.076	0.033	-0.09
0.001	-0.102	-0.096
0.075	0.013	-0.041
-0.047	-0.11	0.084
0.156	0.029	0.122
0.048	-0.088	0.027
0.1	0.011	0.088
0.136	0.029	0.085
0.055	-0.037	-0.003
0.166	-0.045	0.116
0.091	-0.111	-0.139
0.146	-0.058	0.044
0.08	0.09	0.011
0.175	0.083	0.016
-0.078	0.088	-0.008
0.007	0.032	0.006
0.035	-0.014	0.09
0.233	-0.083	-0.029
-0.002	0.0	-0.008
0.192	0.032	0.006
0.076	0.081	-0.004
-0.052	-0.157	-0.145
0.174	-0.096	0.125
0.023	0.101	0.066
-0.031	-0.011	0.015
0.073	-0.013	0.093
0.12	-0.097	-0.037
0.044	-0.062	0.017
0.141	-0.029	0.086
-0.052	-0.173	0.01
0.161	-0.023	-0.025
0.097	-0.047	0.075
0.114	0.03	0.069
0.219	0.07	-0.224
0.017	0.048	0.042
-0.113	0.025	0.042
0.109	0.037	-0.037
-0.041	0.073	0.08
0.131	0.078	-0.125
0.092	-0.098	0.04
0.052	-0.074	0.049
0.116	0.043	0.016
0.051	0.042	0.133
0.121	-0.01	0.053
0.112	-0.042	0.156
-0.017	-0.058	0.103
0.006	-0.026	-0.055
0.089	-0.115	0.178
0.106	0.06	0.04
0.178	0.037	-0.033
-0.012	-0.012	0.013
0.035	0.14	0.05
0.024	-0.098	0.21
0.076	-0.039	-0.043
0.226	0.016	0.005
0.179	-0.011	0.123
0.218	0.002	0.121
0.173	0.011	0.078
0.139	-0.066	0.034
-0.042	-0.062	-0.004
0.165	-0.019	-0.054
0.022	-0.062	-0.022
0.061	-0.017	0.023
0.152	-0.015	0.107
0.242	-0.043	-0.069
0.056	-0.101	-0.273
0.195	-0.07	0.069
-0.0	-0.004	0.106
0.186	0.022	0.07
-0.056	-0.092	-0.064
0.052	0.105	0.036
0.138	-0.025	0.114
0.076	0.062	0.038
-0.041	0.035	0.034
0.169	-0.071	0.119
0.025	-0.089	0.071
0.031	0.008	0.009
0.196	0.036	0.031
0.038	-0.151	-0.25
0.013	0.022	-0.074
0.27	0.017	0.05
0.122	-0.095	-0.137
0.048	0.017	-0.073
0.029	-0.114	0.021
-0.177	-0.038	-0.025
0.083	-0.132	0.022
0.002	-0.109	-0.255
0.055	0.009	0.038
0.1	0.057	0.099
0.026	0.089	0.05
0.071	0.033	0.097
0.031	0.027	-0.074
-0.037	-0.028	-0.023
0.124	0.023	0.043
0.03	0.014	0.063
0.171	-0.089	0.029
0.134	0.065	0.093
0.129	-0.087	0.078
0.03	-0.02	0.132
0.024	0.064	-0.032
-0.039	0.012	0.084
-0.007	-0.007	0.048
0.088	0.086	0.07
-0.04	-0.086	-0.027
0.067	-0.012	0.08
0.145	0.069	-0.004
-0.07	0.08	-0.035
0.081	0.093	0.141
0.198	0.016	-0.138
0.044	-0.111	0.058
0.054	-0.043	0.139
-0.001	0.009	-0.131
0.149	0.012	0.077
-0.027	0.02	0.05
0.105	0.039	0.049
-0.005	0.043	-0.175
0.06	0.066	0.102
-0.005	-0.127	0.09
0.013	0.003	0.008
0.143	0.008	0.089
-0.006	-0.003	0.179
0.037	0.066	-0.084
0.103	0.012	0.089
0.114	-0.038	0.01
0.149	0.03	0.006
0.027	-0.027	-0.062
0.069	-0.052	0.018
0.267	-0.21	0.011
0.04	-0.047	-0.036
-0.06	0.141	0.08
-0.041	0.07	0.022
0.09	0.034	0.049
0.154	-0.008	-0.08
0.263	-0.176	-0.034
0.174	-0.036	0.128
0.132	0.008	0.052
0.038	-0.025	0.122
0.039	0.004	0.028
0.177	-0.096	-0.024
0.038	0.098	0.07
0.179	-0.08	0.163
-0.031	-0.035	0.066
0.111	0.089	0.019
0.054	0.012	0.127
-0.022	-0.019	0.192
-0.029	0.085	0.014
-0.015	0.068	0.004
0.074	-0.011	0.023
0.195	0.012	0.044
